=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2023-9-19_20-5-48
====================================================================================
20:5:48 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
20:8:50 | "Anubis" (steamid=76561198363861269) toggled freecam
20:8:52 | "Anubis" (steamid=76561198363861269) toggled freecam
20:9:49 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10359.254883, 6.346582, 2054.464600>)
20:9:49 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10364.367188, 6.894554, 2050.932617>)
20:9:49 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10364.367188, 6.894523, 2050.932373>)
20:9:49 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10365.394531, 7.005645, 2050.223145>)
20:9:49 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10369.500000, 7.452109, 2047.388184>)
20:9:49 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10369.500000, 7.452094, 2047.388184>)
20:9:49 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10369.500000, 7.452024, 2047.388062>)
20:9:49 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10370.559570, 7.539006, 2046.661621>)
20:9:49 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10370.616211, 7.543606, 2046.623169>)
20:9:49 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10375.433594, 7.808120, 2043.143921>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10376.950195, 7.874582, 2041.747192>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10380.523438, 7.970699, 2038.775146>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10382.921875, 7.973897, 2036.395752>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10382.920898, 7.973884, 2035.923950>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10382.743164, 7.973663, 2035.742920>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10384.615234, 7.976152, 2033.684814>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10388.111328, 7.965344, 2030.056885>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10388.333008, 7.958647, 2028.965820>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10389.850586, 7.943213, 2026.038574>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10390.639648, 7.926560, 2024.015381>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10393.234375, 7.883954, 2019.888916>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10391.831055, 7.886234, 2020.459839>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10390.944336, 7.885788, 2020.801270>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10390.944336, 7.885784, 2020.801270>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10393.256836, 7.795948, 2015.790527>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10393.331055, 7.791420, 2015.626831>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10394.591797, 7.685256, 2011.890991>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10395.994141, 7.585623, 2007.316772>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10395.954102, 7.583385, 2007.302246>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10396.978516, 7.531449, 2004.352417>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10398.166016, 7.526010, 2000.633545>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10398.160156, 7.525743, 2000.668823>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10398.102539, 7.522554, 2001.069824>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10398.373047, 7.535627, 2000.495483>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10400.125000, 7.625150, 1995.139282>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10400.227539, 7.628855, 1995.431274>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10400.637695, 7.648069, 1994.981323>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10400.822266, 7.656273, 1994.966309>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10401.316406, 7.679810, 1994.284668>)
20:9:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10403.241211, 7.759531, 1990.231323>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10403.633789, 7.767672, 1990.516968>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10404.091797, 7.777261, 1990.805542>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10405.273438, 7.805333, 1990.324097>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10407.873047, 7.863402, 1986.244751>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10407.985352, 7.867019, 1986.402832>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10408.735352, 7.887587, 1986.940430>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10412.203125, 7.890326, 1983.045776>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10413.658203, 7.888640, 1982.795654>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10413.821289, 7.889349, 1982.901855>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10418.060547, 7.845712, 1979.346069>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10419.121094, 7.807940, 1978.664673>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10419.164063, 7.807121, 1978.678223>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10423.413086, 7.646655, 1975.302490>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10424.666992, 7.599826, 1974.336060>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10424.237305, 7.615633, 1974.654053>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10423.821289, 7.630452, 1974.932129>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10427.053711, 7.479671, 1972.319580>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10427.833984, 7.445575, 1971.586426>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10430.578125, 7.327516, 1969.345337>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10430.985352, 7.310008, 1969.015015>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10430.985352, 7.310008, 1969.015015>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10431.666016, 7.280286, 1968.380371>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10434.679688, 7.078013, 1965.918579>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10435.160156, 7.041353, 1965.529419>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10435.802734, 6.992011, 1964.939331>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10435.898438, 6.984953, 1964.851563>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10438.598633, 6.784671, 1962.649414>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10438.968750, 6.757196, 1962.347412>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10439.996094, 6.680871, 1961.451172>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10442.086914, 6.670315, 1959.706421>)
20:9:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10442.442383, 6.668522, 1959.410156>)
20:9:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10443.297852, 6.664238, 1958.657227>)
20:9:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10445.369141, 6.660375, 1956.913574>)
20:9:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10446.016602, 6.662974, 1956.371704>)
20:9:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10446.016602, 6.662974, 1956.371704>)
20:9:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10446.016602, 6.662974, 1956.371704>)
20:9:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10446.016602, 6.662974, 1956.371704>)
20:9:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10446.016602, 6.662974, 1956.371704>)
20:9:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10447.427734, 6.668829, 1955.170044>)
20:9:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10449.546875, 6.677594, 1953.365967>)
20:9:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10449.546875, 6.677594, 1953.365967>)
20:9:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10450.068359, 6.679793, 1952.921631>)
20:9:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10450.958008, 6.683443, 1952.164307>)
20:9:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10452.017578, 6.687857, 1951.262695>)
20:9:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10453.362305, 6.693423, 1950.118896>)
20:9:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10454.594727, 6.709724, 1949.068115>)
20:9:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10455.560547, 6.709362, 1948.247925>)
20:9:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10456.958984, 6.693901, 1947.063599>)
20:9:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10458.250000, 6.679613, 1945.969482>)
20:9:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10458.803711, 6.673491, 1945.500854>)
20:9:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10459.238281, 6.668690, 1945.132202>)
20:9:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10459.238281, 6.668690, 1945.132202>)
20:9:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10462.543945, 6.617673, 1942.335571>)
20:9:53 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10466.795898, 5.850337, 1938.955688>)
20:10:7 | "76561198363861269" (steamid=76561198363861269) teleported to (pos=<10038.000000, 6.010000, 1959.349976>)
20:10:7 | "Anubis": (steamid=76561198363861269) teleported to (pos=10038,0,1959.35)
20:11:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10020.663086, 5.999990, 2022.894775>)
20:11:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10020.220703, 6.242353, 2026.620239>)
20:11:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10020.220703, 6.242353, 2026.620239>)
20:11:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10020.220703, 6.242353, 2026.620239>)
20:11:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10019.728516, 5.999996, 2030.088013>)
20:11:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10019.544922, 5.999982, 2031.505371>)
20:11:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10019.544922, 5.999982, 2031.505371>)
20:11:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10019.544922, 5.999982, 2031.505371>)
20:11:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10019.419922, 6.000028, 2032.462280>)
20:11:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10019.166016, 5.999997, 2034.408569>)
20:11:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10019.148438, 5.999996, 2034.546753>)
20:11:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10018.994141, 5.999993, 2035.753296>)
20:11:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10018.931641, 6.000000, 2036.535767>)
20:11:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10018.723633, 6.000014, 2038.288452>)
20:11:50 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10018.549805, 6.000017, 2039.959351>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10018.535156, 6.000000, 2040.481323>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10018.593750, 6.000000, 2040.351196>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10018.541992, 6.000000, 2041.112427>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10018.283203, 6.000002, 2043.618286>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10018.283203, 6.000002, 2043.618286>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10018.319336, 6.000001, 2044.002563>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10018.323242, 6.000003, 2044.036133>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10018.016602, 6.000017, 2047.277100>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10018.016602, 6.000017, 2047.277100>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10018.043945, 6.000000, 2047.625732>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10018.051758, 6.000000, 2047.712402>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10017.853516, 6.000001, 2049.826416>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10017.746094, 6.000001, 2050.961914>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10017.761719, 6.000002, 2051.157715>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10017.695313, 6.000002, 2052.115967>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10017.483398, 6.000014, 2053.829834>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10017.333984, 5.999993, 2054.799072>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10017.280273, 6.000030, 2054.792236>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10017.227539, 6.000000, 2055.299072>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10017.001953, 6.000000, 2057.464355>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10016.990234, 6.000000, 2057.541748>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10016.848633, 6.000000, 2058.453613>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10016.749023, 5.999999, 2058.918701>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10016.544922, 6.000023, 2060.861816>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10016.513672, 6.000027, 2061.150879>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10016.319336, 5.999980, 2062.258301>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10016.094727, 6.000000, 2064.207520>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10016.037109, 6.000000, 2064.760010>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10015.793945, 6.000000, 2066.531738>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10015.618164, 5.999992, 2067.816650>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10015.618164, 5.999992, 2067.816650>)
20:11:51 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10015.542969, 5.999991, 2068.396973>)
20:11:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10015.368164, 6.000000, 2070.175049>)
20:11:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10015.400391, 6.000000, 2070.206055>)
20:11:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10015.424805, 6.000001, 2070.374756>)
20:11:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10015.310547, 6.000004, 2071.585938>)
20:11:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10015.447266, 6.000002, 2072.161377>)
20:11:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10015.538086, 6.000001, 2072.337891>)
20:11:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10015.546875, 6.000002, 2073.322266>)
20:11:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10015.561523, 6.000001, 2074.735352>)
20:11:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10015.721680, 5.999999, 2075.861328>)
20:11:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10016.115234, 6.000006, 2076.493652>)
20:11:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10016.435547, 5.999984, 2076.629639>)
20:11:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10016.963867, 5.999979, 2077.395264>)
20:11:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10017.424805, 6.166760, 2079.261475>)
20:11:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10018.094727, 6.284011, 2080.377197>)
20:11:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10018.164063, 6.287128, 2080.398193>)
20:11:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10018.315430, 6.328943, 2080.773193>)
20:11:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10019.065430, 6.550340, 2082.764404>)
20:11:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10019.083008, 6.550085, 2082.760254>)
20:11:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10019.261719, 6.563812, 2082.868896>)
20:11:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10020.082031, 6.682620, 2083.899658>)
20:11:52 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<10020.471680, 6.723274, 2084.280273>)
